bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
4119,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,226677184,9.78E+12,eng,793,1145,77,5/31/1995,University of Chicago Press,
4120,Anthony Powell: A Life,Michael   Barber,3.72,1585677108,9.78E+12,eng,352,39,8,12/27/2005,Harry N. Abrams,
4121,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,226677141,9.78E+12,eng,718,3817,271,5/31/1995,University of Chicago Press,
4122,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,226677176,9.78E+12,eng,715,1289,83,5/31/1995,University of Chicago Press,
4123,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,226677168,9.78E+12,eng,722,1237,87,6/15/1995,University of Chicago Press,
4124,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,1400077303,9.78E+12,eng,832,15971,812,3/30/2004,Vintage,
4125,Alexander Hamilton,Ron Chernow,4.23,143034758,9.78E+12,eng,818,97099,6149,3/29/2005,Penguin Books,
4126,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,802138292,9.78E+12,eng,812,5110,281,9/20/2001,Grove Press,
4127,Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,3.67,345479394,9.78E+12,eng,160,390,57,04-11-2006,Ballantine Books,
4128,Empire of the Senseless,Kathy Acker,3.49,802131794,9.78E+12,eng,240,1487,78,1/13/1994,Grove Press,
4129,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,1400096197,9.78E+12,eng,464,2944,499,07-12-2005,Anchor,
4130,Queen of the Scene,Queen Latifah/Frank Morrison,4.06,60778563,9.78E+12,en-US,32,94,18,9/26/2006,HarperCollins,
4131,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,60556579,9.78E+12,eng,405,13491,506,4/29/2003,Harper Perennial (HarperCollins),
4132,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,060980877X,9.78E+12,en-US,288,1958,142,01-07-2003,Three Rivers Press (CA),
4133,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,618683070,9.78E+12,eng,275,25441,2241,5/22/2006,Houghton Mifflin,
4134,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,60846739,9.78E+12,en-US,336,3808,315,04-11-2006,William Morrow,
4135,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,743272501,9.78E+12,eng,518,68763,3394,12-05-2006,Atria Books,
4136,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,743272498,9.78E+12,eng,390,136931,3915,09-06-2006,Washington Square Press,
4137,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,743249305,9.78E+12,eng,624,9643,451,07-02-2003,Washington Square Press,
4138,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,743269268,9.78E+12,eng,441,43749,1967,09-07-2005,Washington Square Press,
4139,Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,743272536,9.78E+12,en-US,661,4469,272,04-05-2006,Washington Square Press,
4140,The Wise Woman,Philippa Gregory,3.32,6514642,9.78E+12,eng,640,6774,529,02-01-2002,HarperCollins Publishers,
4141,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,743249313,9.78E+12,eng,569,8842,380,07-02-2003,Washington Square Press,
4142,The Little House,Philippa Gregory,3.68,6496431,9.78E+12,eng,368,1910,237,02-01-1998,HarperCollins Publishers,
4143,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,743249291,9.78E+12,eng,656,18944,1547,07-02-2003,Washington Square Press,
4144,Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,3.84,8496454339,9.79E+12,spa,283,8,0,07-01-2006,Tropismos,
4145,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,807071277,9.78E+12,eng,214,2543,141,09-05-2002,Beacon Press,
4146,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,60921080,9.78E+12,eng,341,732,25,10/23/1991,Harper Perennial,
4147,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,8489367159,9.79E+12,spa,190,1,0,11-01-2006,Umbriel,
4148,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,385722435,9.78E+12,eng,208,23926,4356,9/17/2002,Anchor,
4149,Daisy Miller and Other Stories,Henry James/Jean Gooder,3.52,192835432,9.78E+12,eng,352,558,40,11/19/1998,Oxford University Press,
4150,The Turn of the Screw/Daisy Miller,Henry James,3.61,440391547,9.78E+12,eng,192,959,55,08-01-1954,Laurel,
4151,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,385495226,9.78E+12,eng,352,85408,4334,6/15/1999,Anchor Books,
4152,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,552143030,9.78E+12,eng,384,163,26,08-01-1995,Corgi,
4153,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,520251741,9.78E+12,eng,267,12,2,3/19/2007,University of California Press,
4154,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,1584850558,9.78E+12,en-US,128,170,5,12/31/2001,American Girl Publishing Inc,
4155,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,4.06,1584850450,9.78E+12,eng,126,415,32,6/29/2000,American Girl Publishing Inc,
4156,Hear the Wind Blow,Mary Downing Hahn,4.07,618181903,9.78E+12,eng,224,266,45,5/19/2003,Clarion Books,
4157,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,316010707,9.78E+12,eng,389,67271,5246,10/17/2005,Back Bay Books,
4158,Three Case Histories,Sigmund Freud/Philip Rieff,3.9,684829452,9.78E+12,eng,282,622,21,11-01-1996,Touchstone,
4159,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,60761350,9.78E+12,en-US,277,583,82,06-12-2007,Harper,
4160,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,60166495,9.78E+12,eng,720,514,11,11/26/1991,Harper,
4161,The Intuitionist,Colson Whitehead,3.68,385493002,9.78E+12,eng,255,7473,903,01-04-1999,Anchor Books,
4162,John Henry Days,Colson Whitehead,3.65,385498209,9.78E+12,eng,400,1940,186,5/14/2002,Anchor,
4163,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,465083617,9.78E+12,en-US,320,9845,703,1/17/2003,Basic Books,
4164,The Custard Kid (Black Cats),Terry Deary,4.4,713659890,9.78E+12,eng,62,5,0,10/31/2001,A & C Black (Childrens books),
4165,The Magus,John Fowles,4.05,316296198,9.78E+12,eng,656,38247,1915,01-04-2001,Back Bay Books,
4166,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,1594771227,9.78E+12,eng,303,28,5,6/27/2006,Inner Traditions,
4167,The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,521437776,9.78E+12,eng,320,27,2,4/15/1993,Cambridge University Press,
4168,Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,425205959,9.78E+12,eng,324,25236,1046,07-05-2005,Berkley,
4169,A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,1579126294,9.78E+12,eng,288,33195,1220,9/30/2006,Black Dog & Leventhal Publishers,
4170,And Then There Were None,Agatha Christie,4.26,312330871,9.78E+12,eng,264,625767,18785,05-03-2004,St. Martin's Press,
4171,Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,2317850,9.78E+12,eng,242,19657,884,08-04-2003,Dodd Mead; 1st edition (September 1976),
4172,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,6353282,9.78E+12,eng,560,4296,310,01-02-2001,HarperCollins,
4173,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,425200450,9.78E+12,eng,322,145660,5711,8/31/2004,Berkley,
4174,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,1579126286,9.78E+12,eng,220,36334,975,09-01-2006,Black Dog & Leventhal Publishers,
4175,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,7120680,9.78E+12,eng,336,20656,1246,09-03-2001,Harper,
4176,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,1572703857,9.78E+12,eng,0,14388,411,3/16/2004,HarperCollins Publishers,
4177,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,1572705493,9.78E+12,eng,0,49,10,10-09-2006,Audiogo,
4178,Crooked House,Agatha Christie,4.04,031298166X,9.78E+12,eng,276,24849,1429,8/19/2002,Minotaur Books,
4179,The Body in the Library (Miss Marple  #3),Agatha Christie,3.85,157912626X,9.78E+12,eng,191,46454,1675,09-01-2006,Black Dog & Leventhal Publishers,
4180,Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,000649045X,9.78E+12,eng,352,3967,67,10-07-1995,HarperCollins Publishers Ltd,
4181,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,1579126243,9.78E+12,eng,252,69806,2470,09-01-2006,Black Dog & Leventhal Publishers,
4182,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,3.77,7111509,9.78E+12,eng,347,10106,520,01-01-2001,HarperCollins Publishers,
4183,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,1579126278,9.78E+12,eng,288,103149,5659,09-01-2006,Black Dog & Leventhal Publishers,
4184,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,1572705477,9.78E+12,eng,6,12256,393,09-08-2006,BBC Audiobooks,
4185,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,3.92,1572704721,9.78E+12,eng,8,5473,144,7/26/2005,AudioGO,
4186,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,1579126251,9.78E+12,eng,288,121099,2237,09-01-2006,Black Dog & Leventhal Publishers,
4187,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,3.56,1572704977,9.78E+12,eng,0,1824,89,01-11-2006,AudioGO,
4188,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,1579126952,9.78E+12,eng,317,23274,1053,3/30/2007,Black Dog & Leventhal Publishers,
4189,The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,573014671,9.78E+12,eng,100,2813,167,11-12-2010,Samuel French Ltd,
4190,After the Funeral,Agatha Christie,3.87,2310198,9.78E+12,eng,251,47,4,07-02-2001,HarperCollins,
4191,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,425205967,9.78E+12,eng,352,21230,735,07-05-2005,Berkley,
4192,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,646418432,9.78E+12,eng,121,196377,3885,10/21/2002,Deodand,
4193,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,312273223,9.78E+12,eng,656,97,11,9/22/2001,Minotaur Books,
4194,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,7120699,9.78E+12,eng,335,26085,1497,09-01-2001,HarperCollins Publishers,
4195,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,3.5,312970072,9.78E+12,eng,304,10356,622,9/15/1999,St. Martin's Paperbacks,
4196,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,563535113,9.78E+12,eng,2,52,8,11-05-2001,BBC Audiobooks,
4197,Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,1579126898,9.78E+12,eng,351,674,91,3/30/2007,Black Dog & Leventhal Publishers,
4198,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,7121008,9.78E+12,eng,328,572,74,07-01-2002,HarperCollins Publishers,
4199,The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,743203585,9.78E+12,eng,701,1872,106,11-01-2000,Simon & Schuster,
4200,Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,1585678368,9.78E+12,eng,272,1860,131,11/23/2006,Harry N. Abrams,
4201,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,4.17,743203593,9.78E+12,eng,206,2769,156,11-01-2000,Touchstone,
4202,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,140059024,9.78E+12,eng,557,3169,137,9/29/1983,Penguin Books,
4203,Spring Fever,P.G. Wodehouse,4.05,158567575X,9.78E+12,eng,276,483,31,10/21/2004,Harry N. Abrams,
4204,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,1585673927,9.78E+12,eng,273,15598,771,3/31/2003,The Overlook Press,
4205,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,4.16,1585672777,9.78E+12,eng,268,1099,77,5/13/2002,The Overlook Press,
4206,The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,1585672319,9.78E+12,eng,272,4616,287,01-01-2002,Harry N. Abrams,
4207,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,1585674346,9.78E+12,eng,263,5700,308,9/15/2003,Harry N. Abrams,
4208,Big Money,P.G. Wodehouse,3.93,014000937X,9.78E+12,eng,288,1117,78,09-03-1991,Penguin Books,
4209,Much Obliged  Jeeves,P.G. Wodehouse,4.23,1585675261,9.78E+12,eng,208,701,64,04-12-2004,Harry N. Abrams,
4210,The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,4.24,140284125,9.78E+12,eng,240,7442,320,06-01-2000,Penguin Books,
4211,Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,4.24,1572704616,9.78E+12,eng,6,66,23,5/26/2005,AudioGO,
4212,Money in the Bank,P.G. Wodehouse,4.13,1585676578,9.78E+12,eng,290,321,27,04-07-2005,Harry N. Abrams,
4213,The Luck of the Bodkins,P.G. Wodehouse,4.08,1585673366,9.78E+12,eng,358,1290,88,10/23/2002,Harry N. Abrams,
4214,Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,563557354,9.78E+12,eng,2,49,7,04-06-1998,BBC Audiobooks,
4215,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,1572704578,9.78E+12,eng,9,11167,297,7/13/2005,AudioGO,
4216,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,4.31,399150218,9.78E+12,eng,861,1865,52,12-01-1998,G.P. Putnam's Sons,
4217,The Husband,Dean Koontz,3.8,553804790,9.78E+12,eng,400,39604,1527,5/30/2006,Bantam,
4218,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,553587897,9.78E+12,en-US,455,1060,116,7/26/2005,Bantam Books,
4219,Sole Survivor,Dean Koontz,3.78,553589490,9.78E+12,eng,403,23244,547,7/25/2006,Bantam Books,
4220,Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,553588265,9.78E+12,eng,364,61555,2263,10/31/2006,Bantam Books,
4221,Life Expectancy,Dean Koontz,4.01,553588249,9.78E+12,eng,476,26983,1568,10/25/2005,Bantam Books,
4222,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,425178927,9.78E+12,eng,257,102,10,02-01-2001,Berkley Books,
4223,The Dream of Scipio,Iain Pears,3.73,1573229865,9.78E+12,eng,416,3311,320,06-03-2003,Riverhead Books,
4224,Welcome to the Great Mysterious,Lorna Landvik,3.78,345442741,9.78E+12,eng,368,2432,202,01-02-2002,Ballantine Books,
4225,Oh My Stars,Lorna Landvik,3.89,345468368,9.78E+12,eng,416,5500,514,2/28/2006,Ballantine Books,
4226,Your Oasis on Flame Lake,Lorna Landvik,3.59,449002985,9.78E+12,eng,320,2194,129,6/16/1998,Ballantine Books,
4227,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,804114609,9.78E+12,eng,304,8950,505,6/28/1999,Ivy Books,
4228,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,345487664,9.78E+12,eng,752,177,7,10-04-2005,Ballantine Books,
4229,Anne's House Of Dreams,L.M. Montgomery,4.14,1406942359,9.78E+12,eng,192,2,0,11-03-2006,Hard Press,
4230,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,4.21,7190689,9.78E+12,en-US,727,85,4,06-01-2005,HarperCollins Publishers,
4231,The Phantom Tollbooth,Norton Juster/Jules Feiffer,4.21,375806709,9.78E+12,en-US,256,871,56,05-09-2000,Random House Books for Young Readers,
4232,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,3.81,812511182,9.78E+12,eng,250,1247,9,6/15/1991,Tom Doherty Associates,
4233,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,812552849,9.78E+12,en-US,252,1784,8,3/15/1990,Tor Books,
4234,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,671878840,9.78E+12,eng,377,232,23,06-01-1998,Baen,
4235,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,3.88,812505778,9.78E+12,en-US,255,1233,11,6/15/1995,Tor Fantasy,
4236,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,3.67,812590465,9.78E+12,eng,432,172,3,1/15/2001,Tor Fantasy,
4237,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,812566807,9.78E+12,eng,352,150,1,4/15/2002,Tor Books,
4238,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,812553292,9.78E+12,en-US,282,254,8,9/28/1987,Tor Books,
4239,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,006054564X,9.78E+12,en-US,199,4844,359,5/27/2003,Harper,
4240,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,3.64,60930179,9.78E+12,eng,320,3732,195,04-07-1999,Harper Perennial,
4241,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,553383833,9.78E+12,eng,304,17808,403,8/30/2005,Dial Press Trade Paperback,
4242,Strange Relations,Philip José Farmer,3.71,1416509348,9.78E+12,eng,476,291,14,02-07-2006,Baen Books,
4243,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,3.29,553273469,9.78E+12,eng,339,515,19,07-01-1988,Spectra Books,
4244,Dayworld (Dayworld #1),Philip José Farmer,3.64,441140017,9.78E+12,eng,258,1315,68,03-01-1986,Ace Books,
4245,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,3.5,743458532,9.78E+12,eng,608,50,0,05-01-2003,iBooks,
4246,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,395606489,9.78E+12,eng,102,531,14,10-01-1992,Houghton Mifflin,
4247,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,801030145,9.78E+12,en-US,316,32,2,11-01-2002,Baker Books,
4248,Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,141303352,9.78E+12,eng,89,50,2,4/29/1999,Puffin,
4249,The Infinite Plan,Isabel Allende,3.72,60924985,9.78E+12,eng,384,7347,300,03-04-1994,Harper Perennial,
4250,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,61161578,9.78E+12,eng,528,62,13,11-07-2006,Harper,
4251,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,140290117,9.78E+12,eng,560,2059,90,11-01-2000,Penguin Books,
4252,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,143039938,9.78E+12,eng,236,5007,238,9/26/2006,Penguin Books,
4253,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,1853995908,9.78E+12,spa,232,90,4,12-09-1999,BCP/Duckworth Publishing,
4254,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,674008200,9.78E+12,eng,160,811,70,3/30/2002,Harvard University Press,
4255,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,1580420818,9.78E+12,eng,605,2080,73,12/31/2002,Cardoza,
4256,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,471292451,9.78E+12,eng,360,161,3,6/30/1999,Wiley,
4257,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,870710931,9.78E+12,eng,208,160,43,04-01-2006,Oregon State University Press,
4258,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,803266553,9.78E+12,eng,189,208,38,10-01-2006,Bison Books,
4259,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,1595821066,9.78E+12,en-US,208,844,26,11/22/2006,Digital Manga Publishing / Dark Horse,
4260,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,1595820949,9.78E+12,en-US,208,1083,26,9/13/2006,Digital Manga Publishing / Dark Horse,
4261,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,1595820310,9.78E+12,eng,211,1506,53,1/18/2006,Digital Manga Publishing / Dark Horse,
4262,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,3.92,1595820930,9.78E+12,en-US,205,1158,30,5/24/2006,Digital Manga Publishing / Dark Horse,
4263,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,1595821074,9.78E+12,en-US,209,1062,19,05-07-2007,Digital Manga Publishing / Dark Horse,
4264,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,1595820612,9.78E+12,eng,199,596,16,11-01-2006,Dark Horse Books,
4265,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,451527925,9.78E+12,en-US,357,329,29,11-01-2001,Signet Classics,
4266,The Book of Leviathan,Peter Blegvad,4.16,1585670987,9.78E+12,en-US,160,631,52,4/23/2001,Harry N. Abrams,
4267,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,140447601,9.78E+12,eng,992,18925,523,4/24/2003,Penguin Classics,
4268,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,1550821083,9.78E+12,eng,372,10,2,10-01-1994,Quarry Press,
4269,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,1570715831,9.78E+12,eng,144,8,2,12-01-2000,Sourcebooks,
4270,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,312278497,9.78E+12,eng,558,24967,934,12-06-2002,Picador,
4271,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,812969901,9.78E+12,eng,149,45626,1721,02-08-2005,Modern Library,
4272,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,451529626,9.78E+12,eng,255,971,38,07-05-2005,Signet Classics,
4273,The Dream Master,Roger Zelazny,3.64,575073438,9.78E+12,eng,160,12,0,12/31/2010,Gollancz,
4274,The Queen's Necklace,Teresa Edgerton,3.61,380789116,9.78E+12,eng,592,99,14,07-03-2001,Harper Voyager,
4275,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,441294278,9.78E+12,eng,293,244,36,02-01-1991,Ace,
4276,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4,441909116,9.78E+12,eng,258,157,5,03-01-1990,Ace,
4277,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,441092756,9.78E+12,eng,278,89,4,02-01-1993,Ace,
4278,China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,517604469,9.78E+12,eng,404,23,3,3/27/1988,Crescent,
4279,A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,9.78E+12,eng,230,1136,180,8/22/2006,Alfred A. Knopf,
4280,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,3.33,1840462507,9.78E+12,eng,153,56,6,4/23/1997,Totem Books,
4281,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,804721289,9.78E+12,en-US,224,17,2,09-01-1993,Stanford University Press,
4282,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,9.78E+12,eng,211,6329,145,12/28/2004,Ace,
4283,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,1416505512,9.78E+12,eng,262,10249,356,04-01-2005,Pocket Books,
4284,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,441094996,9.78E+12,en-US,388,19427,572,06-01-1988,Ace Books,
4285,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,312875576,9.78E+12,en-US,342,788,45,5/17/2002,Tor Books,
4286,Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,9.78E+12,eng,288,11800,413,05-01-2005,Pocket Books: Gallery Books,
4287,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,340837942,9.78E+12,eng,288,93782,2466,3/14/2005,Hodder & Stoughton,
4288,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,3.87,395957990,9.78E+12,eng,128,471,70,6/30/1999,Houghton Mifflin Harcourt,
4289,The Mysteries of Pittsburgh,Michael Chabon,3.64,60790598,9.78E+12,eng,320,21823,1518,07-05-2005,Harper Perennial,
4290,Summerland,Michael Chabon,3.55,786816155,9.78E+12,eng,500,619,69,03-01-2004,Miramax,
4291,The Yiddish Policemen's Union,Michael Chabon,3.71,7149824,9.78E+12,eng,414,53300,5699,05-01-2007,HarperCollins,
4292,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3,91895812,9.78E+12,eng,352,1,1,08-01-2004,Ebury Press,
4293,The Disappointment Artist,Jonathan Lethem,3.63,1400076811,9.78E+12,eng,149,1613,129,3/14/2006,Vintage,
4294,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,156032481,9.78E+12,eng,304,1158,95,03-05-2007,Mariner Books,
4295,You Don't Love Me Yet,Jonathan Lethem,2.81,038551218X,9.78E+12,eng,225,3854,547,5/29/2007,Doubleday Books,
